date,8:00~9:00_x,9:00~10:00_x,10:00~11:00_x,11:00~12:00_x,12:00~13:00_x,13:00~14:00_x,14:00~15:00_x,15:00~16:00_x,16:00~17:00_x,17:00~18:00_x,18:00~19:00_x,19:00~20:00_x,20:00~21:00_x,21:00~22:00_x,8:00~9:00_y,9:00~10:00_y,10:00~11:00_y,11:00~12:00_y,12:00~13:00_y,13:00~14:00_y,14:00~15:00_y,15:00~16:00_y,16:00~17:00_y,17:00~18:00_y,18:00~19:00_y,19:00~20:00_y,20:00~21:00_y,21:00~22:00_y
2014/6/05(四),校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動
2014/6/06(五),校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動
2014/6/07(六),校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動
2014/6/08(日),校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,不開放,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,不開放,不開放,不開放,不開放
2014/6/09(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/10(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/11(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,手球校隊,手球校隊,手球校隊,手球校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2014/6/12(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,籃球校隊,籃球校隊,籃球校隊,籃球校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2014/6/13(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2014/6/14(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/15(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/16(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,排球校隊,排球校隊,排球校隊,排球校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2014/6/17(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,羽球校隊,羽球校隊,羽球校隊,羽球校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2014/6/18(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,手球校隊,手球校隊,手球校隊,手球校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2014/6/19(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,籃球校隊,籃球校隊,籃球校隊,籃球校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2014/6/20(五),校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/21(六),校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/22(日),不開放,場地調整,有場,有場,有場,有場,有場,有場,有場,場地調整,不開放,不開放,不開放,不開放,不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2014/6/23(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/24(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/25(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/26(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/27(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/28(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/29(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/30(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/30(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/30(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/30(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/30(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/6/30(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/01(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/01(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/01(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/01(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/01(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/01(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/02(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/02(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/02(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/02(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/02(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/02(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/03(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/03(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/03(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/03(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/03(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/03(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/04(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/04(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/04(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/04(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/04(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/04(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/05(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/05(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/05(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/05(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/05(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/05(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/06(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/06(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/06(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/06(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/06(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/06(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/07(一),場地調整,有場,有場,有場,有場,場地調整,兒童少年育樂營(籃球),兒童少年育樂營(籃球),兒童少年育樂營(籃球),場地調整,有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2014/7/08(二),場地調整,有場,有場,有場,有場,場地調整,兒童少年育樂營(籃球),兒童少年育樂營(籃球),兒童少年育樂營(籃球),場地調整,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/09(三),場地調整,有場,有場,有場,有場,場地調整,運動指導班(林聯喜老師),兒童少年育樂營(籃球),兒童少年育樂營(籃球),場地調整,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/10(四),場地調整,有場,有場,有場,有場,場地調整,兒童少年育樂營(籃球),兒童少年育樂營(籃球),兒童少年育樂營(籃球),場地調整,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/11(五),場地調整,有場,有場,有場,有場,場地調整,兒童少年育樂營(籃球),兒童少年育樂營(籃球),兒童少年育樂營(籃球),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/12(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/13(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放,不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2014/7/14(一),場地調整,兒童少年育樂營(羽球),兒童少年育樂營(羽球),兒童少年育樂營(羽球),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2014/7/15(二),場地調整,兒童少年育樂營(羽球),兒童少年育樂營(羽球),兒童少年育樂營(羽球),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2014/7/16(三),場地調整,兒童少年育樂營(羽球),兒童少年育樂營(羽球),兒童少年育樂營(羽球),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2014/7/17(四),場地調整,兒童少年育樂營(羽球),兒童少年育樂營(羽球),兒童少年育樂營(羽球),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2014/7/18(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/19(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/20(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/21(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,女籃校隊,女籃校隊,女籃校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2014/7/22(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,女籃校隊,女籃校隊,女籃校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2014/7/23(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/24(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/25(五),有場,有場,有場,有場,有場,有場,有場,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/26(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/27(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2014/7/28(一),休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,有場,有場,有場,有場,有場,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日
2014/7/29(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,籃球校隊,籃球校隊,籃球校隊,籃球校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2014/7/30(三),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,籃球校隊,籃球校隊,籃球校隊,籃球校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,手球校隊,手球校隊,手球校隊,手球校隊
2014/7/31(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,籃球校隊,籃球校隊,籃球校隊,籃球校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2014/8/01(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,籃球校隊,籃球校隊,籃球校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2014/8/02(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2014/8/03(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放,不開放,場地調整,場地調整,場地調整,場地調整,政治系籃球賽,政治系籃球賽,政治系籃球賽,政治系籃球賽,場地調整,不開放,不開放,不開放,不開放
