date,8:00~9:00,9:00~10:00,10:00~11:00,11:00~12:00,12:00~13:00,13:00~14:00,14:00~15:00,15:00~16:00,16:00~17:00,17:00~18:00,18:00~19:00,19:00~20:00,20:00~21:00,21:00~22:00
2016/3/12(六),校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動
2016/3/13(日),校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動
2016/3/14(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/3/15(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/3/16(三),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,手球校隊,手球校隊,手球校隊,手球校隊
2016/3/17(四),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,籃球校隊,籃球校隊,女籃校隊,女籃校隊
2016/3/18(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/3/19(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2016/3/20(日),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2016/3/21(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/3/22(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/3/23(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/3/24(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/3/25(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/3/26(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2016/3/27(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2016/3/28(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/3/29(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,EMBA體適能(高爾夫),EMBA體適能(高爾夫)
2016/3/30(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/3/31(四),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,籃球校隊,籃球校隊,女籃校隊,女籃校隊
2016/4/01(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2016/4/02(六),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2016/4/03(日),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2016/4/04(一),清明節休館,清明節休館,清明節休館,清明節休館,清明節休館,清明節休館,清明節休館,清明節休館,清明節休館,清明節休館,清明節休館,清明節休館,清明節休館,清明節休館
2016/4/05(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/4/06(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/4/07(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,籃球校隊,籃球校隊,籃球校隊,場地調整
2016/4/08(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/09(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/10(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/11(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/4/12(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/4/13(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/4/14(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,籃球校隊,運動指導班,運動指導班,籃球校隊
2016/4/15(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/16(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/17(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/18(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/19(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/20(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/21(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/22(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/23(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/24(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/25(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/26(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/27(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/28(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/29(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/4/30(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/01(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/02(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/03(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/5/04(三),體育教學,體育教學,體育教學,體育教學,體育教學,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/5/05(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/06(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/07(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/08(日),不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,不開放,不開放,不開放,不開放
2016/5/09(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/5/10(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/5/11(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/5/12(四),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,籃球校隊,籃球校隊,女籃校隊,女籃校隊
2016/5/13(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/14(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/15(日),足球校隊,足球校隊,足球校隊,足球校隊,足球校隊,足球校隊,足球校隊,足球校隊,足球校隊,足球校隊,不開放,不開放,不開放,不開放
2016/5/16(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/5/17(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,EMBA(迷網),EMBA(迷網),EMBA(迷網),EMBA(迷網)
2016/5/18(三),場地調整,場地調整,場地調整,場地調整,場地調整,楊裕隆,楊裕隆,楊裕隆,場地調整,場地調整,有場,有場,有場,有場
2016/5/19(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/20(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/21(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/22(日),不開放,臺大盃桌球賽,臺大盃桌球賽,臺大盃桌球賽,臺大盃桌球賽,臺大盃桌球賽,臺大盃桌球賽,臺大盃桌球賽,臺大盃桌球賽,臺大盃桌球賽,不開放,不開放,不開放,不開放
2016/5/23(一),休館日,休館日,休館日,休館日,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動
2016/5/24(二),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,有場,有場,有場,有場
2016/5/25(三),體育教學,體育教學,體育教學,男籃四強賽,男籃校隊,男籃校隊,體育教學,體育教學,體育教學,體育教學,手球校隊,手球校隊,手球校隊,手球校隊
2016/5/26(四),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,男籃校隊,男籃校隊,女籃校隊,女籃校隊
2016/5/27(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/28(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/5/29(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2016/5/30(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/5/31(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場,有場
2016/6/01(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/6/02(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/6/03(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/6/04(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/6/05(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/6/06(一),場地調整,場地調整,場地調整,場地調整,場地調整,體育教學,體育教學,體育教學,體育教學,體育教學,男籃臺大盃,男籃臺大盃,男籃臺大盃,男籃臺大盃
2016/6/07(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,女籃台大盃,女籃台大盃,女籃台大盃,女籃台大盃
2016/6/08(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,男籃臺大盃,男籃臺大盃,男籃臺大盃,男籃臺大盃
2016/6/09(四),端午節休館,端午節休館,端午節休館,端午節休館,端午節休館,端午節休館,端午節休館,端午節休館,端午節休館,端午節休館,端午節休館,端午節休館,端午節休館,端午節休館
2016/6/10(五),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/6/11(六),場地調整,場地調整,場地調整,場地調整,場地調整,工商管理學系,工商管理學系,工商管理學系,工商管理學系,場地調整,有場,有場,有場,有場
2016/6/12(日),不開放,農院盃(籃),農院盃(籃),農院盃(籃),農院盃(籃),場地調整,場地調整,場地調整,場地調整,場地調整,不開放,不開放,不開放,不開放
2016/6/13(一),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,排球校隊,排球校隊,排球校隊,排球校隊
2016/6/14(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/6/15(三),體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,體育教學,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2016/6/16(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2016/6/17(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/6/18(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/6/19(日),校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,不開放,不開放,不開放,不開放
2016/6/20(一),校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,排球校隊,排球校隊,排球校隊,排球校隊
2016/6/21(二),校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,手球校隊,手球校隊,手球校隊,手球校隊
2016/6/22(三),校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場
2016/6/23(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,校隊訓練,校隊訓練,校隊訓練,校隊訓練
2016/6/24(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/6/25(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/6/26(日),不開放,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,不開放,不開放,不開放,不開放
2016/6/27(一),校隊訓練,校隊訓練,校隊訓練,校隊訓練,休館日,休館日,休館日,休館日,休館日,有場,有場,有場,有場,有場
2016/6/28(二),校隊訓練,校隊訓練,校隊訓練,校隊訓練,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2016/6/29(三),校隊訓練,校隊訓練,校隊訓練,校隊訓練,場地調整,有場,有場,有場,有場,有場,有場,有場,有場,有場
2016/6/30(四),校隊訓練,校隊訓練,校隊訓練,校隊訓練,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2016/7/01(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/02(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/03(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2016/7/04(一),有場,有場,有場,有場,有場,有場,有場,有場,有場,場地調整,排球校隊,排球校隊,排球校隊,排球校隊
2016/7/05(二),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2016/7/06(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/07(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/08(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/09(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/10(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/11(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/12(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/13(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/14(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/15(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/16(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/17(日),不開放,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,不開放,不開放,不開放,不開放
2016/7/18(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,排球校隊,排球校隊,排球校隊,排球校隊
2016/7/19(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,EMBA體適能,EMBA體適能,EMBA體適能
2016/7/20(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/7/21(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,籃球校隊,籃球校隊,籃球校隊,籃球校隊
2016/7/22(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/23(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/24(日),不開放,場地調整,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2016/7/25(一),休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,休館日,場地調整,排球校隊,排球校隊,排球校隊,排球校隊
2016/7/26(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整
2016/7/27(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/28(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/29(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/30(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/7/31(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/01(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,排球校隊,排球校隊,排球校隊,排球校隊
2016/8/02(二),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/8/03(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,手球校隊,手球校隊,手球校隊,手球校隊
2016/8/04(四),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,籃球校隊,籃球校隊,籃球校隊,籃球校隊
2016/8/05(五),有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2016/8/06(六),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場,有場
2016/8/07(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2016/8/08(一),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,排球校隊,排球校隊,排球校隊,排球校隊
2016/8/09(二),場地調整,場地調整,場地調整,場地調整,場地調整,男籃,男籃,男籃,男籃,場地調整,有場,有場,有場,有場
2016/8/10(三),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,手球校隊,手球校隊,手球校隊,手球校隊
2016/8/11(四),場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,籃球校隊,籃球校隊,籃球校隊,籃球校隊
2016/8/12(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/13(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/14(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/15(一),女籃校隊,女籃校隊,女籃校隊,女籃校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,排球校隊,排球校隊,排球校隊,排球校隊
2016/8/16(二),有場,有場,有場,有場,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,有場,有場,有場,有場
2016/8/17(三),女籃校隊,女籃校隊,女籃校隊,女籃校隊,場地調整,場地調整,場地調整,場地調整,場地調整,場地調整,手球校隊,手球校隊,手球校隊,手球校隊
2016/8/18(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/19(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/20(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/21(日),不開放,有場,有場,有場,有場,有場,有場,有場,有場,有場,不開放,不開放,不開放,不開放
2016/8/22(一),女籃校隊,女籃校隊,女籃校隊,女籃校隊,休館日,休館日,休館日,休館日,休館日,場地調整,排球校隊,排球校隊,排球校隊,排球校隊
2016/8/23(二),女籃校隊,女籃校隊,女籃校隊,女籃校隊,場地調整,場地調整,場地調整,有場,有場,有場,有場,有場,有場,有場
2016/8/24(三),女籃校隊,女籃校隊,女籃校隊,女籃校隊,場地調整,有場,有場,有場,有場,有場,手球校隊,手球校隊,手球校隊,手球校隊
2016/8/25(四),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/26(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/27(六),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/28(日),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/29(一),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/30(二),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/8/31(三),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/9/01(四),校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動
2016/9/02(五),大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/9/03(六),不開放,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動,大型活動
2016/9/04(日),校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動
2016/9/05(一),校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動,校內活動
